x,y
-7.917917917917918,25.40920821484788
-3.473473473473473,3.6510346949385983
-3.193193193193193,3.8673995841748043
-9.83983983983984,28.112932439926567
4.854854854854855,13.11358399456276
-5.955955955955956,12.330666513169813
-7.957957957957958,25.572402101378305
-8.77877877877878,27.690278967779967
-6.716716716716716,18.12835060249307
-8.238238238238239,26.55212160886239
2.3923923923923915,-0.05306145757823044
-5.675675675675675,10.326439753691336
-2.952952952952953,4.112660560843982
8.098098098098099,26.365687737613253
5.415415415415415,14.82917606035638
-2.3323323323323324,4.66676232540112
7.237237237237238,20.12130676618729
-1.571571571571571,4.437975171078626
-3.533533533533533,3.621034313311303
5.7557557557557555,15.620127218462187
8.83883883883884,34.7364966365353
-6.296296296296296,14.913060791486796
1.391391391391391,-2.6207021397420815
3.773773773773774,7.81230156478027
8.198198198198199,27.338943780186995
